TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2017-03-05 11:36:12.359,0.83811057,0.5035615,1.070955,0.90861624,0.2301248,0.23408414,0.73972946,0.33852494,0.66415465,0.21355495,0.7713185,0.41491246,0.9083464,0.5452894,0.5089099,0.5788721,0.92090243,0.9457469,0.74778336,1.0174855,820.3663,857.4359,838.9011,835.6777,897.326,0.38702392578125,0.183349609375,0.9102783203125,0.31402587890625,2.145843505859375,2.99072265625,1,1.0,1.0,1.0,1.0,97.95
2017-03-05 11:36:13.375,0.8425768,0.5233701,1.152276,0.69467366,0.47933808,0.22887745,0.56164545,0.39559048,0.63954085,0.086286955,0.30804446,0.5565202,0.80513024,0.51186484,0.62450475,0.7489477,0.9931351,0.8105362,0.787323,1.0509254,860.65936,863.47986,870.7326,840.10986,905.38464,0.40814208984375,0.2080078125,0.902099609375,-0.0897216796875,4.822540283203125,1.51031494140625,1,1.0,1.0,1.0,1.0,97.80
2017-03-05 11:36:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-03-05 11:36:14.400,1.0229424,0.81105345,1.4737732,1.2679414,0.7019152,0.37161934,0.9279082,0.8436721,0.70110977,0.042103637,0.67628765,0.85300803,0.76472163,0.5747842,0.50301015,0.8232959,1.1141884,0.8329965,0.9229904,1.1538705,857.8388,867.1062,858.24176,830.84247,835.6777,0.4239501953125,0.2021484375,0.8929443359375,0.306549072265625,-1.188812255859375,3.33465576171875,1,1.0,1.0,1.0,1.0,97.80
2017-03-05 11:36:15.441,0.79430443,-0.09273757,0.60179937,0.45469078,0.6364903,-0.6129511,-0.011301992,-0.18285194,0.6914692,-0.33600485,0.15811998,0.04636113,0.69602555,0.5020993,0.33186856,0.77854526,1.1667627,1.011686,0.80959034,1.0197854,848.5714,859.0476,855.82416,838.49817,857.03296,0.47552490234375,0.1959228515625,0.8670654296875,-0.40374755859375,3.33465576171875,2.64678955078125,1,1.0,1.0,1.0,1.0,97.80
2017-03-05 11:36:16.450,0.86037135,0.048835028,0.07123064,0.28760156,0.37170142,-0.41410378,-0.6476098,-0.026510308,0.4806083,0.05062399,-0.48333308,0.2966837,0.8409578,0.46832752,0.4329019,0.7277588,1.0634458,1.0662671,0.935429,1.036559,830.84247,877.1795,858.6447,822.7839,940.0366,0.47064208984375,0.18896484375,0.87677001953125,-0.231781005859375,2.97576904296875,2.684173583984375,1,1.0,1.0,1.0,1.0,97.80
2017-03-05 11:36:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-03-05 11:36:17.480,0.71748006,0.14950499,0.2776682,0.5063848,0.49820456,-0.1391885,0.03897969,-0.03714893,0.61027277,-0.028688597,0.046122476,0.28432405,0.8708603,0.59737015,0.5000286,0.60199726,0.93795824,0.6915602,0.6139542,0.9187371,840.10986,861.8681,857.03296,847.76556,717.619,0.405517578125,0.14019775390625,0.9119873046875,1.18133544921875,-0.934600830078125,3.686065673828125,1,1.0,1.0,1.0,1.0,97.80
2017-03-05 11:36:18.496,1.3813618,3.8938448E-4,0.5075355,0.6206797,0.42182282,-0.39187136,0.16845888,-0.33303586,0.2986294,-0.6536104,0.0017592851,-0.0059920764,0.96663046,0.57613915,0.61508113,0.8795457,0.70624715,0.6757257,0.45811918,0.673861,838.49817,851.39197,855.82416,836.8865,846.55676,0.4600830078125,0.152587890625,0.88677978515625,0.291595458984375,3.207550048828125,2.0635986328125,1,1.0,1.0,1.0,1.0,97.80
2017-03-05 11:36:19.504,1.3245766,-0.15728556,0.08281361,0.4946957,0.18021727,-0.34776855,-0.7124042,-0.33957994,0.33215368,-0.6224715,-0.38872224,0.10147386,0.92699444,0.7022272,0.6258441,0.77893525,0.79380196,0.714409,0.7499969,0.830242,825.6044,856.63007,835.2747,827.619,902.5641,0.47027587890625,0.1568603515625,0.8739013671875,1.95892333984375,5.4132080078125,5.121612548828125,1,1.0,1.0,1.0,1.0,97.80
2017-03-05 11:36:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-03-05 11:36:20.518,0.6395706,0.3166412,1.1719311,0.44177407,-0.046810053,0.23519048,0.792548,-0.33940497,0.41138676,0.5384545,0.78686756,0.22449523,0.8803551,0.72670543,0.48924476,0.6160232,1.0465187,0.73752904,0.73785716,1.0435781,865.4945,866.7033,868.71796,851.39197,782.0879,0.40673828125,0.1546630859375,0.90789794921875,-0.366363525390625,6.041259765625,3.805694580078125,1,1.0,1.0,1.0,1.0,97.80
2017-03-05 11:36:21.531,1.0783578,0.64506584,1.4057859,0.92802036,0.35536698,0.45315373,1.0076698,0.6313337,0.7053803,0.5384545,0.79010683,0.90918374,0.9289808,0.68702924,0.7822747,0.8526067,0.84916764,0.51017,0.5823755,0.68136907,854.61536,851.79486,850.18317,842.1245,844.1392,0.36114501953125,0.1759033203125,0.92877197265625,-2.37762451171875,5.465545654296875,4.38140869140625,1,1.0,1.0,1.0,1.0,97.80
2017-03-05 11:36:22.540,1.2106583,0.64676267,1.0236672,1.006771,0.6084081,0.1737246,0.60945565,0.7105935,0.8260916,0.035970327,0.6932151,0.9581804,0.8582953,0.6701979,0.77315634,0.72581893,0.7453095,0.40102392,0.5445285,0.61660266,870.32965,875.9707,865.89746,855.0183,941.2454,0.35943603515625,0.17413330078125,0.932861328125,3.805694580078125,5.166473388671875,16.73309326171875,1,1.0,1.0,1.0,1.0,97.70
2017-03-05 11:36:23.562,0.99806356,0.61056733,1.1801738,0.80095387,0.7406775,0.21214591,0.6909409,0.43449208,0.6445426,0.22390608,0.515617,0.77641916,0.91893816,0.6268011,0.51351076,0.7015769,0.72134084,0.5315669,0.723884,0.7114905,855.82416,865.89746,859.0476,834.87177,852.6007,0.37200927734375,0.17181396484375,0.91632080078125,0.11962890625,3.99261474609375,5.6524658203125,1,1.0,1.0,1.0,1.0,97.70
2017-03-05 11:36:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-03-05 11:36:24.577,0.997409,0.849859,1.2220713,0.88790405,0.7805588,0.38220957,0.72862977,0.6349993,0.6424096,0.20948042,0.5529439,0.78750765,0.92804277,0.64980847,0.5410225,0.7438712,0.52896076,0.3068982,0.43341208,0.55277944,844.1392,850.989,852.1978,862.674,699.0842,0.28802490234375,0.11749267578125,0.94329833984375,1.68975830078125,-0.73272705078125,3.177642822265625,1,1.0,1.0,1.0,1.0,97.70
2017-03-05 11:36:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-03-05 11:36:25.596,0.81816196,0.6400727,1.2955862,1.059104,0.836613,0.73970515,1.053191,0.7652537,0.5507017,0.39310533,0.70806617,0.2166745,0.8598677,0.8777395,0.5465186,0.72289395,0.36540136,0.39443606,0.33432797,0.49622914,820.7692,859.45056,853.4066,827.2161,975.89746,0.31414794921875,0.14208984375,0.946533203125,0.85235595703125,-0.2093505859375,4.3963623046875,1,1.0,1.0,1.0,1.0,97.70
2017-03-05 11:36:26.633,1.2615787,0.3620804,0.837548,1.3467404,0.93527967,0.41845074,0.735001,0.9978752,0.8151014,0.37222433,0.7151341,0.87861574,0.9356586,0.7233234,0.5981005,0.9101334,0.6479758,0.41815624,0.36138168,0.6497352,865.09155,867.9121,860.65936,816.7399,835.2747,0.34954833984375,0.142578125,0.93035888671875,-0.695343017578125,2.9010009765625,2.70660400390625,1,1.0,1.0,1.0,1.0,97.70
